FD,time,apache 
3103,1841,60
3091,1842,60
3094,1843,60
3091,1844,60
3091,1845,60
3091,1846,60
3091,1847,60
3094,1848,60
3092,1849,60
3092,1850,60
3092,1851,60
3091,1852,60
3091,1853,60
3092,1854,60
3092,1855,60
3092,1856,60
3092,1857,60
3094,1858,60
3091,1859,59
3091,1860,58
3094,1861,57
3091,1862,56
3094,1863,55
3094,1864,54
3094,1865,53
3091,1866,52
3091,1867,51
3091,1868,49
3091,1869,48
3091,1870,47
3091,1871,46
3091,1872,45
3091,1873,43
3088,1874,42
3091,1875,41
3091,1876,5
3091,1877,5
3088,1878,5
3091,1879,6
3091,1880,8
3092,1881,12
3091,1882,20
3092,1883,68
3089,1884,100
3088,1885,132
3091,1886,132
3091,1887,137
3091,1888,120
3088,1889,128
3091,1890,127
3091,1891,126
3091,1892,125
3091,1893,124
3091,1894,122
3090,1895,121
3089,1896,120
3091,1897,119
3089,1898,118
3088,1899,117
3091,1900,115
3091,1901,114
3091,1902,112
3091,1903,111
3091,1904,110
3088,1905,110
3091,1906,110
3088,1907,110
3091,1908,110
3091,1909,110
3091,1910,110
3090,1911,110
3088,1912,110
3091,1913,110
3091,1914,110
3091,1915,110
3091,1916,110
3092,1917,110
3093,1918,110
3091,1919,110
3094,1920,110
3094,1921,110
3093,1922,110
3091,1923,110
3093,1924,110
3092,1925,110
3093,1926,110
3092,1927,110
3093,1928,110
3092,1929,110
3093,1930,110
3092,1931,110
3093,1932,110
3092,1933,110
3093,1934,110
3092,1935,110
3093,1936,110
3091,1937,110
3094,1938,110
3094,1939,110
3091,1940,110
3094,1941,110
3093,1942,110
3091,1943,110
3094,1944,110
3096,1945,110
3095,1946,110
3096,1947,110
3095,1948,110
3098,1949,110
3097,1950,110
3097,1951,110
3094,1952,110
3094,1953,110
3097,1954,110
3096,1955,110
3092,1956,110
3093,1957,110
3092,1958,110
3093,1959,110
3092,1960,110
3092,1961,110
3091,1962,110
3095,1963,110
3092,1964,110
3094,1965,110
3092,1966,110
3092,1967,110
3092,1968,110
3092,1969,110
3093,1970,110
3088,1971,110
3091,1972,110
3091,1973,110
3091,1974,110
3084,1975,110
3083,1976,110
3084,1977,110
3083,1978,110
3084,1979,110
3083,1980,110
3085,1981,110
3086,1982,110
3083,1983,110
3084,1984,110
3079,1985,110
3082,1986,110
3082,1987,110
3082,1988,110
3082,1989,110
3080,1990,110
3081,1991,110
3082,1992,110
3081,1993,110
3080,1994,110
3081,1995,110
3080,1996,110
3080,1997,110
3080,1998,110
3082,1999,110
3081,2000,110
3079,2001,110
3082,2002,110
3079,2003,110
3079,2004,110
3082,2005,110
3082,2006,110
3082,2007,110
3082,2008,110
3080,2009,110
3079,2010,110
3082,2011,110
3082,2012,110
3082,2013,110
3081,2014,110
3080,2015,110
3081,2016,110
3079,2017,110
3082,2018,110
3084,2019,110
3079,2020,110
3082,2021,110
3079,2022,110
3079,2023,110
3082,2024,110
3080,2025,110
3081,2026,110
3079,2027,110
3082,2028,110
3082,2029,110
3081,2030,110
3082,2031,110
3081,2032,110
3080,2033,110
3081,2034,110
3079,2035,110
3082,2036,110
3081,2037,110
3080,2038,110
3082,2039,110
3082,2040,110
3082,2041,110
3082,2042,110
3082,2043,110
3082,2044,110
3081,2045,110
3079,2046,110
3082,2047,110
3082,2048,110
3083,2049,110
3081,2050,110
3079,2051,110
3081,2052,110
3079,2053,110
3079,2054,110
3082,2055,110
3082,2056,110
3079,2057,110
3082,2058,110
3082,2059,110
3082,2060,110
3082,2061,110
3082,2062,110
3082,2063,110
3080,2064,110
3080,2065,110
3080,2066,110
3081,2067,110
3079,2068,110
3082,2069,110
3082,2070,110
3080,2071,110
3080,2072,110
3080,2073,110
3079,2074,110
3082,2075,110
3082,2076,110
3082,2077,110
3082,2078,110
3079,2079,110
3079,2080,110
3082,2081,110
3083,2082,110
3081,2083,110
3080,2084,110
3082,2085,110
3080,2086,110
3080,2087,110
3079,2088,110
3079,2089,110
3082,2090,110
3082,2091,110
3082,2092,110
3082,2093,110
3082,2094,110
3112,2095,110
3116,2096,110
3112,2097,110
3112,2098,110
3112,2099,110
3112,2100,110
3112,2101,110
3112,2102,110
3111,2103,110
3110,2104,110
3111,2105,110
3110,2106,110
3111,2107,110
3110,2108,110
3111,2109,110
3110,2110,110
3111,2111,110
3109,2112,110
3112,2113,110
3112,2114,110
3112,2115,110
3112,2116,110
3111,2117,110
3111,2118,110
3115,2119,110
3113,2120,110
3110,2121,110
3110,2122,110
3111,2123,110
3110,2124,110
3111,2125,110
3110,2126,110
3110,2127,110
3110,2128,110
3112,2129,110
3109,2130,110
3110,2131,110
3113,2132,110
3109,2133,110
3112,2134,110
3109,2135,110
3112,2136,110
3111,2137,110
3113,2138,110
3113,2139,110
3110,2140,110
3111,2141,110
3110,2142,110
3111,2143,110
3113,2144,110
3110,2145,110
3111,2146,110
3110,2147,110
3112,2148,110
3112,2149,110
3109,2150,110
3115,2151,110
3113,2152,110
3115,2153,110
3117,2154,110
3113,2155,110
3114,2156,110
3113,2157,110
3114,2158,110
3112,2159,110
3115,2160,110
3112,2161,110
3114,2162,110
3112,2163,110
3112,2164,109
3112,2165,108
3113,2166,107
3111,2167,106
3110,2168,105
3111,2169,104
3110,2170,103
3111,2171,102
3110,2172,100
3111,2173,99
3110,2174,98
3073,2175,95
3072,2176,91
3136,2177,88
3134,2178,85
3137,2179,84
3134,2180,83
3133,2181,82
3138,2182,81
3136,2183,80
3136,2184,79
3136,2185,78
3134,2186,77
3135,2187,76
3133,2188,75
3136,2189,74
3136,2190,73
3136,2191,72
3136,2192,71
3136,2193,69
3144,2194,68
3141,2195,67
3141,2196,66
3144,2197,5
3143,2198,8
3142,2199,12
3143,2200,5
3141,2201,6
3144,2202,8
3132,2203,12
3132,2204,20
3134,2205,36
3132,2206,68
3132,2207,100
3132,2208,132
3129,2209,150
3126,2210,150
3126,2211,150
3125,2212,150
3124,2213,150
3125,2214,150
3124,2215,150
3126,2216,150
3124,2217,150
3124,2218,150
3126,2219,150
3127,2220,150
3130,2221,150
3138,2222,150
3136,2223,150
3139,2224,150
3138,2225,150
3134,2226,150
3183,2227,150
3181,2228,150
3185,2229,150
3187,2230,150
3169,2231,150
3169,2232,150
3168,2233,150
3171,2234,150
3171,2235,150
3173,2236,150
3173,2237,150
3170,2238,150
3173,2239,150
3171,2240,150
3168,2241,150
3171,2242,150
3169,2243,150
3172,2244,150
3171,2245,150
3169,2246,150
3169,2247,150
3170,2248,150
3172,2249,150
3174,2250,150
3174,2251,150
3171,2252,150
3171,2253,150
3134,2254,150
3131,2255,150
3131,2256,150
3172,2257,150
3172,2258,150
3171,2259,150
3171,2260,150
3174,2261,150
3172,2262,150
3173,2263,150
3169,2264,150
3175,2265,150
3172,2266,150
3172,2267,150
3171,2268,150
3172,2269,150
3170,2270,150
3182,2271,150
3182,2272,150
3182,2273,150
3182,2274,150
3182,2275,150
3179,2276,150
3179,2277,150
3180,2278,150
3143,2279,150
3131,2280,150
3170,2281,150
3172,2282,150
3170,2283,150
3169,2284,150
3169,2285,150
3170,2286,150
3170,2287,150
3172,2288,150
3172,2289,150
3170,2290,150
3170,2291,150
3173,2292,150
3171,2293,150
3175,2294,150
3169,2295,150
3172,2296,150
3171,2297,150
3170,2298,150
3170,2299,150
3169,2300,150
3172,2301,150
3171,2302,150
3173,2303,150
3172,2304,150
3173,2305,150
3170,2306,150
3172,2307,150
3173,2308,150
3173,2309,150
3131,2310,150
3134,2311,150
3134,2312,150
3134,2313,150
3133,2314,150
3133,2315,150
3133,2316,150
3131,2317,150
3133,2318,150
3132,2319,150
3134,2320,150
3132,2321,150
3133,2322,150
3131,2323,150
3134,2324,150
3133,2325,150
3134,2326,150
3133,2327,150
3132,2328,150
3133,2329,150
3132,2330,150
3133,2331,150
3131,2332,150
3103,2333,150
3102,2334,150
3104,2335,150
3102,2336,150
3102,2337,150
3102,2338,150
3102,2339,150
3137,2340,150
3137,2341,150
3102,2342,150
3104,2343,150
3103,2344,150
3102,2345,150
3104,2346,150
3104,2347,150
3104,2348,150
3135,2349,150
3131,2350,150
3134,2351,150
3134,2352,150
3131,2353,150
3130,2354,150
3130,2355,150
3130,2356,150
3101,2357,150
3100,2358,150
3101,2359,150
3100,2360,150
3101,2361,150
3104,2362,150
3100,2363,150
3135,2364,150
3129,2365,150
3132,2366,150
3131,2367,150
3130,2368,150
3101,2369,150
3103,2370,150
3101,2371,150
3099,2372,150
3102,2373,150
3100,2374,150
3099,2375,150
3100,2376,150
3099,2377,150
3101,2378,150
3100,2379,150
3100,2380,150
3099,2381,150
3103,2382,150
3093,2383,150
3093,2384,150
3092,2385,150
3095,2386,150
3092,2387,150
3095,2388,150
3094,2389,150
3092,2390,150
3095,2391,150
3093,2392,150
3093,2393,150
3128,2394,150
3124,2395,150
3123,2396,150
3126,2397,150
3123,2398,150
3093,2399,150
3094,2400,150
3093,2401,150
3094,2402,150
3092,2403,150
3093,2404,150
3093,2405,150
3094,2406,150
3093,2407,150
3096,2408,150
3095,2409,150
3095,2410,150
3095,2411,150
3093,2412,150
3093,2413,150
3098,2414,150
3094,2415,150
3095,2416,150
3094,2417,150
3093,2418,150
3091,2419,150
3089,2420,150
3092,2421,150
3092,2422,150
3091,2423,150
3090,2424,150
3091,2425,150
3089,2426,150
3092,2427,150
3091,2428,150
3090,2429,150
3091,2430,150
3089,2431,150
3091,2432,150
3089,2433,150
3092,2434,150
3089,2435,150
3092,2436,150
3092,2437,150
3089,2438,150
3091,2439,150
3090,2440,150
3091,2441,150
3090,2442,150
3091,2443,150
3089,2444,150
3092,2445,150
3092,2446,150
3092,2447,150
3092,2448,150
3091,2449,150
3095,2450,150
3089,2451,150
3092,2452,150
3092,2453,150
3089,2454,150
3092,2455,150
3092,2456,150
3091,2457,150
3091,2458,150
3093,2459,150
3091,2460,150
3090,2461,150
3091,2462,150
3089,2463,150
3092,2464,150
3094,2465,150
3089,2466,150
3092,2467,150
3092,2468,150
3089,2469,150
3092,2470,150
3092,2471,150
3089,2472,150
3092,2473,150
3089,2474,150
3083,2475,150
3083,2476,150
3080,2477,150
3083,2478,150
3083,2479,150
3080,2480,150
3083,2481,150
3083,2482,150
3084,2483,150
3083,2484,150
3083,2485,150
3083,2486,150
3080,2487,150
3083,2488,150
3080,2489,150
3083,2490,150
3081,2491,150
3080,2492,150
3081,2493,150
3079,2494,150
3082,2495,150
3080,2496,150
3080,2497,150
3082,2498,150
3082,2499,150
3081,2500,150
3080,2501,150
3082,2502,150
3081,2503,150
3079,2504,150
3078,2505,150
3076,2506,150
3079,2507,150
3077,2508,150
3076,2509,150
3079,2510,150
3076,2511,150
3079,2512,150
3079,2513,150
3079,2514,150
3079,2515,150
3119,2516,150
3119,2517,150
3119,2518,150
3101,2519,150
3102,2520,150
3101,2521,149
3102,2522,48
3101,2523,148
3102,2524,147
3102,2525,146
3102,2526,145
3102,2527,144
3101,2528,140
3116,2529,139
3116,2530,136
3116,2531,135
3115,2532,135
3115,2533,138
3115,2534,140
3115,2535,135
3116,2536,146
3116,2537,145
3116,2538,144
3116,2539,140
3116,2540,139
3116,2541,136
3116,2542,135
3116,2543,135
3116,2544,138
3116,2545,140
3116,2546,135
3116,2547,100
3116,2548,132
3116,2549,132
3116,2550,137
3116,2551,120
3116,2552,128
3116,2553,127
3116,2554,126
3116,2555,125
3115,2556,124
3115,2557,122
3115,2558,121
3116,2559,120
3116,2560,119
3116,2561,118
3116,2562,117
3116,2563,115
3116,2564,114
3115,2565,112
3115,2566,111
3115,2567,110
3116,2568,110
3116,2569,110
3116,2570,110
3116,2571,110
3116,2572,110
3115,2573,110
3115,2574,110
3115,2575,110
3115,2576,110
3115,2577,110
3115,2578,110
3115,2579,110
3115,2580,110
3115,2581,110
3115,2582,110
3115,2583,110
3115,2584,110
3115,2585,110
3115,2586,110
3145,2587,110
3145,2588,110
3145,2589,110
3145,2590,110
3145,2591,110
3145,2592,110
3115,2593,110
3115,2594,110
3116,2595,110
3116,2596,110
3116,2597,110
3116,2598,110
3116,2599,110
3116,2600,110
3116,2601,110
3115,2602,110
3116,2603,110
3116,2604,110
3115,2605,110
3115,2606,110
3115,2607,110
3115,2608,110
3115,2609,110
3115,2610,110
3112,2611,110
3112,2612,110
3112,2613,110
3112,2614,110
3112,2615,110
3112,2616,110
3112,2617,110
3112,2618,110
3112,2619,110
3112,2620,110
3112,2621,110
3112,2622,110
3112,2623,110
3114,2624,110
3112,2625,110
3103,2626,110
3103,2627,150
3103,2628,150
3106,2629,150
3103,2630,150
3103,2631,150
3103,2632,150
3103,2633,150
3106,2634,150
3103,2635,150
3106,2636,150
3103,2637,150
3103,2638,150
3103,2639,150
3103,2640,150
3091,2641,150
3094,2642,150
3091,2643,150
3091,2644,150
3091,2645,150
3091,2646,150
3094,2647,150
3092,2648,150
3092,2649,150
3092,2650,150
3091,2651,150
3091,2652,150
3092,2653,150
3092,2654,150
3092,2655,150
3092,2656,150
3094,2657,150
3091,2658,150
3091,2659,150
3094,2660,150
3091,2661,150
3094,2662,150
3094,2663,150
3094,2664,150
3091,2665,150
3091,2666,150
3091,2667,150
3091,2668,150
3091,2669,150
3091,2670,150
3091,2671,150
3091,2672,150
3088,2673,150
3091,2674,150
3091,2675,150
3091,2676,150
3088,2677,150
3091,2678,150
3091,2679,150
3092,2680,150
3091,2681,150
3092,2682,150
3089,2683,150
3088,2684,150
3091,2685,150
3091,2686,150
3091,2687,150
3088,2688,150
3091,2689,150
3091,2690,150
3091,2691,150
3091,2692,150
3091,2693,150
3090,2694,150
3089,2695,150
3091,2696,150
3089,2697,150
3088,2698,150
3091,2699,150
3091,2700,150
3091,2701,150
3091,2702,150
3091,2703,150
3088,2704,150
3091,2705,150
3088,2706,150
3091,2707,150
3091,2708,150
3091,2709,150
3090,2710,150
3088,2711,150
3091,2712,150
3091,2713,150
3091,2714,150
3091,2715,150
3092,2716,150
3093,2717,150
3091,2718,150
3094,2719,150
3094,2720,150
3093,2721,150
3091,2722,150
3093,2723,150
3092,2724,150
3093,2725,150
3092,2726,150
3093,2727,150
3092,2728,150
3093,2729,150
3092,2730,150
3093,2731,150
3092,2732,150
3093,2733,150
3092,2734,150
3093,2735,150
3091,2736,150
3094,2737,150
3094,2738,150
3091,2739,150
3094,2740,150
3093,2741,150
3091,2742,150
3094,2743,150
3096,2744,150
3095,2745,150
3096,2746,150
3095,2747,150
3098,2748,150
3097,2749,150
3097,2750,150
3094,2751,150
3094,2752,150
3097,2753,150
3096,2754,150
3092,2755,150
3093,2756,150
3092,2757,150
3093,2758,150
3092,2759,150
3092,2760,150
3091,2761,150
3095,2762,150
3092,2763,150
3094,2764,150
3092,2765,150
3092,2766,150
3092,2767,150
3092,2768,150
3093,2769,150
3088,2770,150
3091,2771,150
3091,2772,150
3091,2773,150
3084,2774,150
3083,2775,150
3084,2776,150
3083,2777,150
3084,2778,150
3083,2779,150
3085,2780,150
3086,2781,150
3083,2782,150
3084,2783,150
3079,2784,150
3082,2785,150
3082,2786,150
3082,2787,150
3082,2788,150
3080,2789,150
3081,2790,150
3082,2791,150
3081,2792,150
3080,2793,150
3081,2794,150
3080,2795,150
3080,2796,150
3080,2797,150
3082,2798,150
3081,2799,150
3079,2800,150
3082,2801,150
3079,2802,150
3079,2803,150
3082,2804,150
3082,2805,150
3082,2806,150
3082,2807,150
3080,2808,150
3079,2809,150
3082,2810,150
3082,2811,150
3082,2812,150
3081,2813,150
3080,2814,150
3172,2815,150
3171,2816,150
3169,2817,150
3169,2818,150
3170,2819,150
3172,2820,150
3174,2821,150
3174,2822,150
3171,2823,150
3171,2824,150
3134,2825,150
3131,2826,150
3131,2827,150
3172,2828,150
3172,2829,150
3171,2830,150
3171,2831,150
3174,2832,150
3172,2833,150
3173,2834,150
3169,2835,150
3175,2836,150
3172,2837,150
3172,2838,150
3171,2839,150
3172,2840,150
3170,2841,150
3182,2842,150
3182,2843,150
3182,2844,150
3182,2845,150
3182,2846,150
3179,2847,150
3179,2848,150
3180,2849,150
3143,2850,150
3131,2851,150
3170,2852,150
3172,2853,150
3170,2854,150
3169,2855,150
3169,2856,150
3170,2857,150
3170,2858,150
3172,2859,148
3172,2860,147
3170,2861,146
3170,2862,148
3173,2863,145
3171,2864,140
3175,2865,141
3169,2866,139
3172,2867,138
3171,2868,137
3170,2869,136
3170,2870,135
3169,2871,128
3172,2872,127
3171,2873,126
3173,2874,125
3172,2875,122
3173,2876,120
3170,2877,119
3172,2878,118
3173,2879,117
3173,2880,116
3131,2881,115
3134,2882,114
3134,2883,113
3134,2884,112
3133,2885,111
3133,2886,109
3133,2887,105
3131,2888,103
3133,2889,101
3132,2890,5
3134,2891,5
3132,2892,6
3133,2893,6
3131,2894,8
3134,2895,9
3133,2896,12
3134,2897,20
3133,2898,23
3132,2899,55
3133,2900,83
3132,2901,115
3133,2902,115
3131,2903,115
3103,2904,115
3102,2905,150
3104,2906,150
3102,2907,150
3102,2908,150
3102,2909,150
3102,2910,150
3137,2911,150
3137,2912,150
3102,2913,150
3104,2914,150
3103,2915,150
3102,2916,150
3104,2917,150
3104,2918,150
3104,2919,150
3135,2920,150
3131,2921,150
3134,2922,150
3134,2923,150
3131,2924,150
3130,2925,150
3130,2926,150
3130,2927,150
3101,2928,115
3100,2929,116
3101,2930,118
3100,2931,115
3101,2932,115
3104,2933,115
3100,2934,115
3135,2935,115
3129,2936,68
3132,2937,65
3131,2938,62
3130,2939,60
